	_id	name	date	lineages
0	2021.04.09.21255179	SARS-CoV-2 UK, South African and Brazilian Variants in Karachi- Pakistan	2021-04-13 00:00:00	sars-cov-2 delta variant
39	pmid33412395	Combination therapy of IFNβ1 with lopinavir-ritonavir, increases oxygenation, survival and discharging of sever COVID-19 infected inpatients.	2020-11-16 00:00:00	sars-cov-2 beta variant
28	pmid33504301	Phenylbenzopyrone of flavonoids as a potential scaffold to prevent SARS-CoV-2 replication by inhibiting its MPRO main protease.	2020-10-22 00:00:00	sars-cov-2 beta variant
0	pmid33204291	Network Pharmacology Analysis to Identify Phytochemicals in Traditional Chinese Medicines That May Regulate ACE2 for the Treatment of COVID-19.	2020-09-16 00:00:00	sars-cov-2 gamma variant
1	pmid32769063	Effects of MS disease-modifying therapies on responses to vaccinations: A review.	2020-07-31 00:00:00	sars-cov-2 beta variant
80	pmid33994065	Adolescent males suffered from reduced physical activity and increased BMI during COVID- 19 pandemic.	2021-03-14 00:00:00	sars-cov-2 delta variant
7	2021.02.27.21252427	Comparative performance of SARS-CoV-2 lateral flow antigen tests demonstrates their utility for high sensitivity detection of infectious virus in clinical specimens	2021-03-02 00:00:00	sars-cov-2 alpha variant
18	pmid33530620	Anthropogenic Infection of Cats during the 2020 COVID-19 Pandemic.	2021-01-19 00:00:00	sars-cov-2 beta variant
28	2020.06.30.175778	Single-cell transcriptional atlas of the Chinese horseshoe bat (Rhinolophus sinicus) provides insight into the cellular mechanisms which enable bats to be viral reservoirs	2020-06-30 00:00:00	sars-cov-2 beta variant
9	2020.10.08.20209064	Social Distancing with Movement Restrictions and the Effective Replication Number of COVID-19: Multi-Country Analysis Based on Phone Mobility Data	2020-10-12 00:00:00	sars-cov-2 beta variant
52	pmid32388976	COVID-19: Living through Another Pandemic.	2021-01-10 00:00:00	sars-cov-2 beta variant
10	2020.05.12.20099267	The impact of containment measures and air temperature on mitigating the transmission of COVID-19: a novel data-based comprehensive modeling analysis	2020-05-16 00:00:00	sars-cov-2 kappa variant
10	2020.05.12.20099267	The impact of containment measures and air temperature on mitigating the transmission of COVID-19: a novel data-based comprehensive modeling analysis	2020-05-16 00:00:00	sars-cov-2 beta variant
99	pmid33253854	Peripheral immunological features of COVID-19 patients in Taizhou, China: A retrospective study.	2020-11-25 00:00:00	sars-cov-2 gamma variant
18	pmid32298480	Management of infantile hemangiomas during the COVID pandemic.	2020-12-18 00:00:00	sars-cov-2 beta variant
40	pmid32766840	Multi-Platform Comparison of SARS-CoV-2 Serology Assays for the Detection of COVID-19.	2020-12-18 00:00:00	sars-cov-2 beta variant
50	pmid33910544	Immediate psychological outcomes associated with COVID-19 pandemic in frontline physicians: a cross-sectional study in Egypt.	2021-04-30 00:00:00	sars-cov-2 delta variant
99	pmid33261606	SARS coronavirus 2: from genome to infectome.	2020-12-07 00:00:00	sars-cov-2 beta variant
37	pmid33339330	Higher Mortality and Intensive Care Unit Admissions in COVID-19 Patients with Liver Enzyme Elevations.	2020-12-13 00:00:00	sars-cov-2 gamma variant
44	pmid33158234	COVID-19 Pandemic: Epidemiology, Etiology, Conventional and Non-Conventional Therapies.	2020-10-31 00:00:00	sars-cov-2 beta variant
77	2020.08.29.273425	Single-cell analysis of human trophoblast stem cell specification reveals activation of fetal cytotrophoblast expression programs including coronavirus associated host factors and human endogenous retroviruses	2020-08-29 00:00:00	sars-cov-2 beta variant
13	pmid34100519	ST-segment elevation myocardial infarction in post-COVID-19 patients: A case series.	2021-06-08 00:00:00	sars-cov-2 beta variant
21	pmid33023685	Prolonged incubation of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) in a patient on rituximab therapy.	2020-10-24 00:00:00	sars-cov-2 gamma variant
58	pmid33725211	Serologic Cross-Reactivity of SARS-CoV-2 with Endemic and Seasonal Betacoronaviruses.	2021-03-16 00:00:00	sars-cov-2 beta variant
9	2020.12.11.20247353	Association of University Reopening Policies with New Confirmed COVID-19 Cases in the United States	2020-12-14 00:00:00	sars-cov-2 beta variant
16	2021.07.02.450663	Natural infection of SARS-CoV-2 delta variant in Asiatic lions (Panthera leo persica) in India	2021-07-02 00:00:00	sars-cov-2 delta variant
41	pmid33186795	Kefir: A protective dietary supplementation against viral infection.	2020-10-26 00:00:00	sars-cov-2 gamma variant
79	pmid34018907	Proposition of a new allosteric binding site for potential SARS-CoV-2 3CL protease inhibitors by utilizing molecular dynamics simulations and ensemble docking.	2021-05-21 00:00:00	sars-cov-2 beta variant
95	pmid33042442	Transcription factor-mediated signaling pathways' contribution to the pathology of acute lung injury and acute respiratory distress syndrome.	2020-10-13 00:00:00	sars-cov-2 kappa variant
66	2020.05.19.105437	Type I and Type III IFN Restrict SARS-CoV-2 Infection of Human Airway Epithelial Cultures	2020-05-20 00:00:00	sars-cov-2 kappa variant
67	2020.07.22.20159962	Mathematical model study of a pandemic: Graded lockdown approach	2020-07-24 00:00:00	sars-cov-2 beta variant
83	2021.02.09.21251168	A novel, multiplexed RT-qPCR assay to distinguish lineage B.1.1.7 from the remaining SARS-CoV-2 lineages	2021-03-03 00:00:00	sars-cov-2 delta variant
10	2020.02.25.20027755	Application and optimization of RT-PCR in diagnosis of SARS-CoV-2 infection	2020-02-27 00:00:00	sars-cov-2 kappa variant
22	pmid33818471	Performance evaluation of Truenat™ Beta CoV & Truenat™ SARS-CoV-2 point-of-care assays for coronavirus disease 2019.	2021-04-06 00:00:00	sars-cov-2 beta variant
63	pmid33521621	SARS-CoV-2 Antibody Point-of-Care Testing in Dialysis and Kidney Transplant Patients With COVID-19.	2021-02-02 00:00:00	sars-cov-2 beta variant
64	pmid32764228	Increased Risk of Acquisition of New Delhi Metallo-Beta-Lactamase-Producing Carbapenem-Resistant Enterobacterales (NDM-CRE) among a Cohort of COVID-19 Patients in a Teaching Hospital in Tuscany, Italy.	2020-08-03 00:00:00	sars-cov-2 beta variant
8	2020.05.22.20106328	Diagnostic performances and thresholds: the key to harmonization in serological SARS-CoV-2 assays?	2020-05-26 00:00:00	sars-cov-2 kappa variant
21	2020.04.20.051557	Design an efficient multi-epitope peptide vaccine candidate against SARS-CoV-2: An in silico analysis	2020-04-20 00:00:00	sars-cov-2 gamma variant
21	2020.04.20.051557	Design an efficient multi-epitope peptide vaccine candidate against SARS-CoV-2: An in silico analysis	2020-04-20 00:00:00	sars-cov-2 beta variant
38	pmid32685113	Comparison five primer sets from different genome region of COVID-19 for detection of virus infection by conventional RT-PCR.	2020-09-28 00:00:00	sars-cov-2 beta variant
43	pmid32330208	Machine learning using intrinsic genomic signatures for rapid classification of novel pathogens: COVID-19 case study.	2021-01-27 00:00:00	sars-cov-2 beta variant
82	pmid33629195	Does remote ischaemic conditioning reduce inflammation? A focus on innate immunity and cytokine response.	2021-02-26 00:00:00	sars-cov-2 kappa variant
82	pmid33629195	Does remote ischaemic conditioning reduce inflammation? A focus on innate immunity and cytokine response.	2021-02-26 00:00:00	sars-cov-2 beta variant
61	2021.03.24.436523	Efficacy of a Broadly Neutralizing SARS-CoV-2 Ferritin Nanoparticle Vaccine in Nonhuman Primates	2021-03-25 00:00:00	sars-cov-2 beta variant
18	pmid34157486	50-gene risk profiles in peripheral blood predict COVID-19 outcomes: A retrospective, multicenter cohort study.	2021-05-25 00:00:00	sars-cov-2 gamma variant
18	pmid34157486	50-gene risk profiles in peripheral blood predict COVID-19 outcomes: A retrospective, multicenter cohort study.	2021-05-25 00:00:00	sars-cov-2 delta variant
48	pmid33947467	Role of interferon gamma in SARS-CoV-2-positive patients with parasitic infections.	2021-05-05 00:00:00	sars-cov-2 gamma variant
84	2020.11.02.20222778	SARS-CoV-2 responsive T cell numbers are associated with protection from COVID-19: A prospective cohort study in keyworkers	2020-11-04 00:00:00	sars-cov-2 gamma variant
40	pmid33174624	Risk factors of liver injury in patients with coronavirus disease 2019 in Jiangsu, China: a retrospective, multi-center study.	2020-11-11 00:00:00	sars-cov-2 gamma variant
56	figshare13323836	Additional file 1 of Estimating transmission dynamics and serial interval of the first wave of COVID-19 infections under different control measures: a statistical analysis in Tunisia from February 29 to May 5, 2020	2020-12-03 00:00:00	sars-cov-2 gamma variant
21	2021.01.17.427000	Comprehensive mapping of SARS-CoV-2 interactions in vivo reveals functional virus-host interactions	2021-01-19 00:00:00	sars-cov-2 delta variant
60	2021.06.30.450614	Exploitation of the Secretory Pathway by SARS-CoV-2 Envelope	2021-06-30 00:00:00	sars-cov-2 beta variant
98	pmid33207802	Recombination and Positive Selection Differentially Shaped the Diversity of Betacoronavirus Subgenera.	2020-11-06 00:00:00	sars-cov-2 beta variant
14	pmid33378630	Experience of the Colentina Clinical Hospital Surgery Clinic in the Treatment of COVID-19 Patients Hospitalised in the Period March - August 2020.	2021-01-05 00:00:00	sars-cov-2 beta variant
96	pmid32655582	Targeting the NLRP3 Inflammasome in Severe COVID-19.	2020-12-18 00:00:00	sars-cov-2 beta variant
1	pmid32702272	Geographic components of SARS-CoV-2 expansion: a hypothesis.	2020-12-18 00:00:00	sars-cov-2 beta variant
11	2021.03.10.21253291	Monitoring the propagation of SARS CoV2 variants by tracking identified mutation in wastewater using specific RT-qPCR	2021-03-20 00:00:00	sars-cov-2 gamma variant
22	pmid32229705	Geroprotective and senoremediative strategies to reduce the comorbidity, infection rates, severity, and lethality in gerophilic and gerolavic infections.	2020-12-10 00:00:00	sars-cov-2 beta variant
91	pmid33595158	Cytomegalovirus Antiviral Stewardship in the COVID-19 Era: Increasing Complexity of Prophylaxis and Treatment and Potential Mitigation Strategies.	2021-02-17 00:00:00	sars-cov-2 beta variant
89	2020.08.10.20170506	"A ""Tail"" of Two Cities: Fatality-based Modeling of COVID-19 Evolution in New York City and Cook County, IL"	2020-08-12 00:00:00	sars-cov-2 gamma variant
94	pmid33404127	Antihypertensive and its relation to mortality by SARS-CoV-2 infection.	2021-01-06 00:00:00	sars-cov-2 beta variant
38	pmid33417287	Headache during SARS-CoV-2 infection as an early symptom associated with a more benign course of disease: a case-control study.	2021-01-08 00:00:00	sars-cov-2 beta variant
58	pmid33535914	'Online therapy' to reduce caregiver's distress and to stimulate post-severe acquired brain injury motor and cognitive recovery: A Sicilian hospital experience in the COVID era.	2021-02-04 00:00:00	sars-cov-2 delta variant
42	pmid33537921	Novel Case Report: A Previously Reported, but Pathophysiologically Unexplained, Association Between Collagenous Colitis and Protein-Losing Enteropathy May Be Explained by an Undetected Link with Collagenous Duodenitis.	2021-02-06 00:00:00	sars-cov-2 gamma variant
44	pmid32764506	Wide Diversity of Coronaviruses in Frugivorous and Insectivorous Bat Species: A Pilot Study in Guinea, West Africa.	2020-07-04 00:00:00	sars-cov-2 beta variant
71	pmid33485773	Multi-Radiologist User Study for Artificial Intelligence-Guided Grading of COVID-19 Lung Disease Severity on Chest Radiographs.	2021-01-12 00:00:00	sars-cov-2 kappa variant
68	pmid32311145	SARS-CoV-2 infection in beta thalassemia: Preliminary data from the Italian experience.	2021-01-10 00:00:00	sars-cov-2 beta variant
61	pmid34128840	Plasma 1,3-beta-D-glucan levels predict adverse clinical outcomes in critical illness.	2021-06-15 00:00:00	sars-cov-2 beta variant
71	2020.07.14.201954	The antibody response to the glycan α-Gal correlates with COVID-19 disease symptoms	2020-07-14 00:00:00	sars-cov-2 beta variant
78	2021.03.31.21254494	Interim Report: Safety And Immunogenicity Of An Inactivated Vaccine Against Sars-Cov-2 In Healthy Chilean Adults In A Phase 3 Clinical Trial	2021-04-01 00:00:00	sars-cov-2 gamma variant
15	2020.10.06.327742	Cytoplasmic short linear motifs in ACE2 and integrin beta3 link SARS-CoV-2 host cell receptors to endocytosis and autophagy	2020-10-06 00:00:00	sars-cov-2 beta variant
97	2020.11.25.398859	Pharmacologic profiling reveals lapatinib as a novel antiviral against SARS-CoV-2 in vitro	2020-11-26 00:00:00	sars-cov-2 beta variant
83	pmid33029451	Coronavirus Disease 2019 in Neonates - What Is Known and What Needs to Be Known.	2020-10-09 00:00:00	sars-cov-2 gamma variant
94	pmid32574255	Obstetric Management of COVID-19 in Pregnant Women.	2020-09-28 00:00:00	sars-cov-2 beta variant
39	2020.12.02.20242685	Determinants of COVID-19 Incidence and Mortality in the US: Spatial Analysis	2020-12-04 00:00:00	sars-cov-2 beta variant
80	2020.12.29.424619	SARS-CoV-2 spike glycoprotein S1 induces neuroinflammation in BV-2 microglia	2020-12-29 00:00:00	sars-cov-2 beta variant
80	2020.12.29.424619	SARS-CoV-2 spike glycoprotein S1 induces neuroinflammation in BV-2 microglia	2020-12-29 00:00:00	sars-cov-2 kappa variant
91	pmid32725795	Bats and humans during the SARS-CoV-2 outbreak: the case of bat-coronavirus from Mexico.	2020-07-29 00:00:00	sars-cov-2 beta variant
46	pmid32834435	COVID-19 in Italy and extreme data mining.	2020-08-24 00:00:00	sars-cov-2 beta variant
46	pmid32834435	COVID-19 in Italy and extreme data mining.	2020-08-24 00:00:00	sars-cov-2 gamma variant
46	pmid32834435	COVID-19 in Italy and extreme data mining.	2020-08-24 00:00:00	sars-cov-2 theta variant
65	2021.05.24.21257705	Emergence of a new SARS-CoV-2 variant from GR clade with a novel S glycoprotein mutation V1230L in West Bengal, India	2021-05-26 00:00:00	sars-cov-2 alpha variant
65	2021.05.24.21257705	Emergence of a new SARS-CoV-2 variant from GR clade with a novel S glycoprotein mutation V1230L in West Bengal, India	2021-05-26 00:00:00	sars-cov-2 beta variant
17	pmid32910817	3D Printed Alternative to the Standard Synthetic Flocked Nasopharyngeal Swabs Used for COVID-19 testing.	2020-09-22 00:00:00	sars-cov-2 kappa variant
26	pmid33967342	In silico identification of RBD subdomain of spike protein from Pro	2021-04-17 00:00:00	sars-cov-2 beta variant
38	2020.10.20.20216143	The incubation period of COVID-19: A scoping review and meta-analysis to aid modelling and planning	2020-10-22 00:00:00	sars-cov-2 gamma variant
38	2020.10.20.20216143	The incubation period of COVID-19: A scoping review and meta-analysis to aid modelling and planning	2020-10-22 00:00:00	sars-cov-2 lambda variant
42	pmid33823852	Gender-based disparities on health indices during COVID-19 crisis: a nationwide cross-sectional study in Jordan.	2021-04-07 00:00:00	sars-cov-2 beta variant
2	pmid32866645	Interferon gamma, TGF-β1 and RANTES expression in upper airway samples from SARS-CoV-2 infected patients.	2020-08-15 00:00:00	sars-cov-2 gamma variant
20	pmid33029758	Inflammation Triggered by SARS-CoV-2 and ACE2 Augment Drives Multiple Organ Failure of Severe COVID-19: Molecular Mechanisms and Implications.	2020-08-20 00:00:00	sars-cov-2 kappa variant
54	pmid33849629	A randomized, double-blind, placebo-controlled phase III clinical trial to evaluate the efficacy and safety of SARS-CoV-2 vaccine (inactivated, Vero cell): a structured summary of a study protocol for a randomised controlled trial.	2021-04-16 00:00:00	sars-cov-2 beta variant
86	2020.06.05.134551	Broad and strong memory CD4+ and CD8+ T cells induced by SARS-CoV-2 in UK convalescent COVID-19 patients.	2020-06-08 00:00:00	sars-cov-2 gamma variant
