	_id	topicCategory
822	pmid32491075	Behavioral Research
823	pmid32844918	Behavioral Research
824	pmid33371175	Behavioral Research
825	pmid33111054	Behavioral Research
826	pmid33210077	Behavioral Research
827	pmid33430678	Behavioral Research
828	pmid33606654	Behavioral Research
829	pmid33242814	Behavioral Research
830	pmid32839897	Behavioral Research
831	pmid33627983	Behavioral Research
832	pmid32820816	Behavioral Research
833	pmid33814664	Behavioral Research
834	pmid32486074	Behavioral Research
835	pmid32651717	Behavioral Research
836	pmid33769944	Behavioral Research
837	pmid33398228	Behavioral Research
838	pmid33353540	Behavioral Research
839	pmid32679788	Behavioral Research
840	pmid32501209	Behavioral Research
841	pmid33224915	Behavioral Research
842	pmid33776854	Behavioral Research
843	pmid33276969	Behavioral Research
844	pmid32828002	Behavioral Research
845	pmid33192922	Behavioral Research
846	pmid33334334	Behavioral Research
847	pmid33734757	Behavioral Research
848	pmid32988215	Behavioral Research
849	pmid33390637	Behavioral Research
850	pmid33327257	Behavioral Research
851	pmid33311744	Behavioral Research
852	pmid32785046	Behavioral Research
853	pmid32758794	Behavioral Research
854	pmid33592540	Behavioral Research
855	pmid32631750	Behavioral Research
856	pmid33357665	Behavioral Research
857	pmid33303470	Behavioral Research
858	pmid32833927	Behavioral Research
859	pmid32432542	Behavioral Research
860	pmid32762813	Behavioral Research
861	pmid33188620	Behavioral Research
862	pmid32871487	Behavioral Research
863	pmid33316978	Behavioral Research
864	pmid33160763	Behavioral Research
865	pmid33310136	Behavioral Research
866	pmid33199975	Behavioral Research
867	pmid32703118	Behavioral Research
868	pmid32732728	Behavioral Research
869	pmid32346406	Behavioral Research
870	pmid33553099	Behavioral Research
871	pmid32903286	Behavioral Research
872	pmid33391075	Behavioral Research
873	pmid33496150	Behavioral Research
874	pmid33087199	Behavioral Research
875	pmid33636445	Behavioral Research
876	pmid33494846	Behavioral Research
877	pmid33454588	Behavioral Research
878	pmid32855289	Behavioral Research
879	pmid33302673	Behavioral Research
880	pmid32317129	Behavioral Research
881	pmid32595580	Behavioral Research
882	pmid32349837	Behavioral Research
883	pmid33821057	Behavioral Research
884	pmid33344481	Behavioral Research
885	pmid32635958	Behavioral Research
886	pmid33571138	Behavioral Research
887	pmid33259373	Behavioral Research
888	pmid33137601	Behavioral Research
889	pmid32902348	Behavioral Research
890	pmid33402315	Behavioral Research
891	pmid32855774	Behavioral Research
892	pmid33674984	Behavioral Research
893	pmid32744477	Behavioral Research
894	pmid33762062	Behavioral Research
895	pmid33013604	Behavioral Research
896	pmid33658155	Behavioral Research
897	pmid33468430	Behavioral Research
898	pmid33449247	Behavioral Research
899	pmid33628948	Behavioral Research
900	pmid33574756	Behavioral Research
901	pmid32551776	Behavioral Research
902	pmid33361232	Behavioral Research
903	pmid33527780	Behavioral Research
904	pmid32971407	Behavioral Research
905	pmid33432357	Behavioral Research
906	pmid33268880	Behavioral Research
907	pmid33512856	Behavioral Research
908	pmid32836029	Behavioral Research
909	pmid33644399	Behavioral Research
910	pmid32554398	Behavioral Research
911	pmid32945123	Behavioral Research
912	pmid33412491	Behavioral Research
913	pmid32858315	Behavioral Research
914	pmid33735823	Behavioral Research
915	pmid32525387	Behavioral Research
916	pmid33612904	Behavioral Research
917	pmid33469413	Behavioral Research
918	pmid32933019	Behavioral Research
919	pmid33062719	Behavioral Research
920	pmid32981770	Behavioral Research
921	pmid32618332	Behavioral Research
922	pmid33155249	Behavioral Research
923	pmid33276904	Behavioral Research
924	pmid33810004	Behavioral Research
925	pmid32960880	Behavioral Research
926	pmid33240387	Behavioral Research
927	pmid33280621	Behavioral Research
928	pmid33594979	Behavioral Research
929	pmid33824504	Behavioral Research
930	pmid33787086	Behavioral Research
931	pmid33280187	Behavioral Research
932	pmid32675108	Behavioral Research
933	pmid33044209	Behavioral Research
934	pmid32959382	Behavioral Research
935	pmid33281255	Behavioral Research
936	pmid32525376	Behavioral Research
937	pmid33309957	Behavioral Research
938	pmid32819456	Behavioral Research
939	pmid33788791	Behavioral Research
940	pmid32835260	Behavioral Research
941	pmid33294517	Behavioral Research
942	pmid32982613	Behavioral Research
943	pmid33280204	Behavioral Research
944	pmid33809697	Behavioral Research
945	pmid33733288	Behavioral Research
946	pmid33786533	Behavioral Research
947	pmid33071394	Behavioral Research
948	pmid33435300	Behavioral Research
949	pmid32496102	Behavioral Research
950	pmid33708726	Behavioral Research
951	pmid33487628	Behavioral Research
952	pmid32426998	Behavioral Research
953	pmid32437181	Behavioral Research
954	pmid33639299	Behavioral Research
955	pmid33551929	Behavioral Research
956	pmid33110532	Behavioral Research
957	pmid32501640	Behavioral Research
958	pmid32277470	Behavioral Research
959	pmid33038942	Behavioral Research
960	pmid33380341	Behavioral Research
961	pmid32682750	Behavioral Research
962	pmid32357281	Behavioral Research
963	pmid33363223	Behavioral Research
964	pmid33728525	Behavioral Research
965	pmid32427528	Behavioral Research
966	pmid32895632	Behavioral Research
967	pmid33447309	Behavioral Research
968	pmid32442082	Behavioral Research
969	pmid33522604	Behavioral Research
970	pmid32957803	Behavioral Research
971	pmid32875507	Behavioral Research
972	pmid32325098	Behavioral Research
973	pmid33796046	Behavioral Research
974	pmid33110274	Behavioral Research
975	pmid33137593	Behavioral Research
976	pmid32642929	Behavioral Research
977	pmid33172013	Behavioral Research
978	pmid33519272	Behavioral Research
979	pmid33200124	Behavioral Research
980	pmid33202764	Behavioral Research
981	pmid33452573	Behavioral Research
982	pmid32803445	Behavioral Research
983	pmid32989999	Behavioral Research
984	pmid32770596	Behavioral Research
985	pmid33071848	Behavioral Research
986	pmid33781231	Behavioral Research
987	pmid33425062	Behavioral Research
988	pmid32419164	Behavioral Research
989	pmid32292687	Behavioral Research
990	pmid32490845	Behavioral Research
991	pmid33776382	Behavioral Research
992	pmid33279333	Behavioral Research
993	pmid32993005	Behavioral Research
994	pmid32326997	Behavioral Research
995	pmid32802694	Behavioral Research
996	pmid33386658	Behavioral Research
997	pmid33632772	Behavioral Research
998	pmid33223609	Behavioral Research
999	pmid33506944	Behavioral Research
1000	pmid32911826	Behavioral Research
1001	pmid33799731	Behavioral Research
1002	pmid33643151	Behavioral Research
1003	pmid33257592	Behavioral Research
1004	pmid33079199	Behavioral Research
1005	pmid32837800	Behavioral Research
1006	pmid32915663	Behavioral Research
1007	pmid32837889	Behavioral Research
1008	pmid33793059	Behavioral Research
1009	pmid33205748	Behavioral Research
1010	pmid32837564	Behavioral Research
1011	pmid33341166	Behavioral Research
1012	pmid32898896	Behavioral Research
1013	pmid33110776	Behavioral Research
1014	pmid33450699	Behavioral Research
1015	pmid33794032	Behavioral Research
1016	pmid33107012	Behavioral Research
1017	pmid33832489	Behavioral Research
1018	pmid32673163	Behavioral Research
1019	pmid33640006	Behavioral Research
1020	pmid32433260	Behavioral Research
1021	pmid32662245	Behavioral Research
1022	pmid33495701	Behavioral Research
1023	pmid33197233	Behavioral Research
1024	pmid32584954	Behavioral Research
1025	pmid32885275	Behavioral Research
1026	pmid32661082	Behavioral Research
1027	pmid32352836	Behavioral Research
1028	pmid33354246	Behavioral Research
1029	pmid33436472	Behavioral Research
1030	pmid33024372	Behavioral Research
1031	pmid32989674	Behavioral Research
1032	pmid33153636	Behavioral Research
1033	pmid33107063	Behavioral Research
1034	pmid33608839	Behavioral Research
1035	pmid33496211	Behavioral Research
1036	pmid33020395	Behavioral Research
1037	pmid33059875	Behavioral Research
1038	pmid32680888	Behavioral Research
1039	pmid33447021	Behavioral Research
1040	pmid32525364	Behavioral Research
1041	pmid32511718	Behavioral Research
1042	pmid33577584	Behavioral Research
1043	pmid33046945	Behavioral Research
1044	pmid33637054	Behavioral Research
1045	pmid33069311	Behavioral Research
1046	pmid32394605	Behavioral Research
1047	pmid33453000	Behavioral Research
1048	pmid32837597	Behavioral Research
1049	pmid33763317	Behavioral Research
1050	pmid33233003	Behavioral Research
1051	pmid33536070	Behavioral Research
1052	pmid33272732	Behavioral Research
1053	pmid33719682	Behavioral Research
1054	pmid33192807	Behavioral Research
1055	pmid32628536	Behavioral Research
1056	pmid33162617	Behavioral Research
1057	pmid33206324	Behavioral Research
1058	pmid33692712	Behavioral Research
1059	pmid33141679	Behavioral Research
1060	pmid33740352	Behavioral Research
1061	pmid32319444	Behavioral Research
1062	pmid32968408	Behavioral Research
1063	pmid33692087	Behavioral Research
1064	pmid33250067	Behavioral Research
1065	pmid32947051	Behavioral Research
1066	pmid33575500	Behavioral Research
1067	pmid33748059	Behavioral Research
1068	pmid33418914	Behavioral Research
1069	pmid33796035	Behavioral Research
1070	pmid32674821	Behavioral Research
1071	pmid32394889	Behavioral Research
1072	pmid33329114	Behavioral Research
1073	pmid32363326	Behavioral Research
1074	pmid33648613	Behavioral Research
1075	pmid33104085	Behavioral Research
1076	pmid33311709	Behavioral Research
1077	pmid33119445	Behavioral Research
1078	pmid32837437	Behavioral Research
1079	pmid32702065	Behavioral Research
1080	pmid33654513	Behavioral Research
1081	pmid33114546	Behavioral Research
1082	pmid33270226	Behavioral Research
1083	pmid33821114	Behavioral Research
1084	pmid33690145	Behavioral Research
1085	pmid33041346	Behavioral Research
1086	pmid32484115	Behavioral Research
1087	pmid32363428	Behavioral Research
1088	pmid33653763	Behavioral Research
1089	pmid33132803	Behavioral Research
1090	pmid33293904	Behavioral Research
1091	pmid32576316	Behavioral Research
1092	pmid32520031	Behavioral Research
1093	pmid33658951	Behavioral Research
1094	pmid32988427	Behavioral Research
1095	pmid32590140	Behavioral Research
1096	pmid33246479	Behavioral Research
1097	pmid32993696	Behavioral Research
1098	pmid32507575	Behavioral Research
1099	pmid32805590	Behavioral Research
1100	pmid32445237	Behavioral Research
1101	pmid33407303	Behavioral Research
1102	pmid33144334	Behavioral Research
1103	pmid32740638	Behavioral Research
1104	pmid33574777	Behavioral Research
1105	pmid33024452	Behavioral Research
1106	pmid33193033	Behavioral Research
1107	pmid32336584	Behavioral Research
1108	pmid33282327	Behavioral Research
1109	pmid32988484	Behavioral Research
1110	pmid32847057	Behavioral Research
1111	pmid33224605	Behavioral Research
1112	pmid33161991	Behavioral Research
1113	pmid32909832	Behavioral Research
1114	pmid33693810	Behavioral Research
1115	pmid33401500	Behavioral Research
1116	pmid33212023	Behavioral Research
1117	pmid32369686	Behavioral Research
1118	pmid33250794	Behavioral Research
1119	pmid33550176	Behavioral Research
1120	pmid33520081	Behavioral Research
1121	pmid33089862	Behavioral Research
1122	pmid33806283	Behavioral Research
1123	pmid33679277	Behavioral Research
1124	pmid33510691	Behavioral Research
1125	pmid33582223	Behavioral Research
1126	pmid33198043	Behavioral Research
1127	pmid33602711	Behavioral Research
1128	pmid33784957	Behavioral Research
1129	pmid33072845	Behavioral Research
1130	pmid33291098	Behavioral Research
1131	pmid32800515	Behavioral Research
1132	pmid33223271	Behavioral Research
1133	pmid32406591	Behavioral Research
1134	pmid33144190	Behavioral Research
1135	pmid32673118	Behavioral Research
1136	pmid33403959	Behavioral Research
1137	pmid33432793	Behavioral Research
1138	pmid32744737	Behavioral Research
1139	pmid33833177	Behavioral Research
1140	pmid32837110	Behavioral Research
1141	pmid32425005	Behavioral Research
1142	pmid33211536	Behavioral Research
1143	pmid33654034	Behavioral Research
1144	pmid32937063	Behavioral Research
1145	pmid32981671	Behavioral Research
1146	pmid33521331	Behavioral Research
1147	pmid33569023	Behavioral Research
1148	pmid33332461	Behavioral Research
1149	pmid32985374	Behavioral Research
1150	pmid33409264	Behavioral Research
1151	pmid33299370	Behavioral Research
1152	pmid32837172	Behavioral Research
1153	pmid33576242	Behavioral Research
1154	pmid33438833	Behavioral Research
1155	pmid33615968	Behavioral Research
1156	pmid32304883	Behavioral Research
1157	pmid33498055	Behavioral Research
1158	pmid33800648	Behavioral Research
1159	pmid32461413	Behavioral Research
1160	pmid32950731	Behavioral Research
1161	pmid33726916	Behavioral Research
1162	pmid33264063	Behavioral Research
1163	pmid33663279	Behavioral Research
1164	pmid32966171	Behavioral Research
1165	pmid33243679	Behavioral Research
1166	pmid33350440	Behavioral Research
1167	pmid33537998	Behavioral Research
1168	pmid33403197	Behavioral Research
1169	pmid33053738	Behavioral Research
1170	pmid33573673	Behavioral Research
1171	pmid32460953	Behavioral Research
1172	pmid32567875	Behavioral Research
1173	pmid33767642	Behavioral Research
1174	pmid33114678	Behavioral Research
1175	pmid33643095	Behavioral Research
1176	pmid33612140	Behavioral Research
1177	pmid33534786	Behavioral Research
1178	pmid32440387	Behavioral Research
1179	pmid32584108	Behavioral Research
1180	pmid32672923	Behavioral Research
1181	pmid33763685	Behavioral Research
1182	pmid32558400	Behavioral Research
1183	pmid32917849	Behavioral Research
1184	pmid32943310	Behavioral Research
1185	pmid32282968	Behavioral Research
1186	pmid32466164	Behavioral Research
1187	pmid33030637	Behavioral Research
1188	pmid33608811	Behavioral Research
1189	pmid32899470	Behavioral Research
1190	pmid33085579	Behavioral Research
1191	pmid32603985	Behavioral Research
1192	pmid32741601	Behavioral Research
1193	pmid33799559	Behavioral Research
1194	pmid32450416	Behavioral Research
1195	pmid33313137	Behavioral Research
1196	pmid32536734	Behavioral Research
1197	pmid33611576	Behavioral Research
1198	pmid33642906	Behavioral Research
1199	pmid33210085	Behavioral Research
1200	pmid33411647	Behavioral Research
1201	pmid33557269	Behavioral Research
1202	pmid32989408	Behavioral Research
1203	pmid33602610	Behavioral Research
1204	pmid32849913	Behavioral Research
1205	pmid32917554	Behavioral Research
1206	pmid33417193	Behavioral Research
1207	pmid33369900	Behavioral Research
1208	pmid32522223	Behavioral Research
1209	pmid32814575	Behavioral Research
1210	pmid33833715	Behavioral Research
1211	pmid33469543	Behavioral Research
1212	pmid33820642	Behavioral Research
